nom_fichier;coefficient_temp;changement_temp;mouvements_temp;temperature_initiale;fitnessMin;fitness
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;2;18.0;60.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;3;18.0;60.0;65.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;5;18.0;55.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;7;18.0;55.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;8;18.0;55.0;69.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;12;18.0;55.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;14;18.0;52.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;17;18.0;52.0;70.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;20;18.0;52.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;22;18.0;52.0;74.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;23;18.0;52.0;76.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;25;18.0;52.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;27;18.0;52.0;56.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;28;18.0;52.0;72.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;31;18.0;52.0;58.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;34;18.0;52.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;37;18.0;47.0;55.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;39;18.0;47.0;73.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;42;18.0;47.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;43;18.0;47.0;63.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;47;18.0;47.0;69.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;49;18.0;47.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;52;18.0;43.0;47.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;54;18.0;43.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;57;18.0;43.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;63;18.0;43.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;68;18.0;43.0;53.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;70;18.0;43.0;58.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;71;18.0;43.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;73;18.0;43.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;75;18.0;43.0;78.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;79;18.0;43.0;70.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;82;18.0;43.0;74.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;85;18.0;43.0;67.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;86;18.0;43.0;69.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;90;18.0;43.0;69.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;97;18.0;43.0;54.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;98;18.0;43.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;101;18.0;43.0;59.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;104;18.0;43.0;58.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;111;18.0;43.0;58.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;114;18.0;43.0;72.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;117;18.0;43.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;119;18.0;43.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;120;18.0;43.0;75.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;121;18.0;43.0;77.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;124;18.0;43.0;65.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;130;18.0;43.0;56.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;132;18.0;43.0;55.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;133;18.0;43.0;65.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;137;18.0;43.0;58.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;139;18.0;43.0;76.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;145;18.0;43.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;148;18.0;43.0;69.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;150;18.0;43.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;154;18.0;43.0;58.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;158;18.0;43.0;56.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;162;18.0;43.0;55.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;165;18.0;43.0;69.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;166;18.0;43.0;73.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;171;18.0;43.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;176;18.0;43.0;55.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;178;18.0;43.0;56.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;179;18.0;43.0;57.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;181;18.0;43.0;75.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;183;18.0;43.0;75.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;184;18.0;43.0;78.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;192;18.0;43.0;72.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;193;18.0;43.0;77.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;196;18.0;43.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;200;18.0;43.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;203;18.0;43.0;55.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;204;18.0;43.0;60.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;206;18.0;43.0;74.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;210;18.0;43.0;65.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;212;18.0;43.0;61.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;221;18.0;43.0;59.0
recuit_5_0.1_100_1000_18.0;0.1;18.0;100;0;1000;225;18.0;43.0;58.0
